trip_id,customer_id,driver_id,booking_datetime,pickup_location,drop_location,distance_km,duration_minutes,vehicle_type,payment_method,surge_multiplier,fare,trip_status,cancellation_reason,driver_rating,customer_rating
T016294,C02443,D0290,2025-01-20 09:58:00,New Delhi Railway Station,Saket,15.5,49,Mini,Credit Card,1.5,570.75,Completed,,4.5,3.9
T016295,C02880,D0360,2025-10-14 20:44:00,Malviya Nagar,Alpha 1,6.9,19,Auto,cash,1.0,191.5,Completed,,4.2,3.8
T016296,C00017,D0255,2025-02-19 10:24:00,Noida Sector 18,Loni,12.9,38,Auto,Upi,1.0,319.5,Completed,,4.0,3.4
T016297,C00157,D0172,2025-12-06 20:50:00,Pari Chowk,Sector 14 Gurugram,9.0,30,Sedan,Credit Card,1.0,245.0,Completed,,3.7,4.2
T016298,C00137,D0046,2025-10-01 13:43:00,Knowledge Park,Raj Nagar Extension,14.2,63,SUV,CASH,1.2,466.8,Cancelled,No Driver Available,,
T016299,C01056,D0154,2025-02-10 06:32:00,Greater Kailash,Beta 1,6.7,17,Sedan,Upi,1.0,184.5,Completed,,3.9,4.3
T016300,C01817,D0295,2025-01-01 11:15:00,Sarojini Nagar,Noida Sector 78,29.5,131,Bike,Wallet,1.5,1131.75,Completed,,3.8,4.1
T016301,C02889,D0490,2025-05-15 08:25:00,Golf Course Road,Indirapuram,2.9,13,Sedan,Credit Card,1.0,119.5,Completed,,3.7,4.4
T016302,C01173,D0196,2025-10-08 14:20:00,Vasant Kunj,Alpha 1,10.0,34,SUV,upi,1.0,268.0,Completed,,3.8,4.3
T016303,C00869,D0335,2025-07-07 11:02:00,Seelampur,Laxmi Nagar,18.3,46,Auto,Wallet,1.2,499.8,Completed,,4.5,4.2
T016304,C00612,D0565,2025-10-12 13:18:00,Beta 1,Ghaziabad Railway Station,13.8,52,Sedan,UPI,2.0,722.0,Completed,,4.9,3.3
T016305,C00198,D0049,2025-11-06 13:30:00,Mohan Nagar,Noida Sector 37,16.4,48,Sedan,Credit Card,1.0,392.0,Completed,,4.6,3.4
T016306,C02342,D0007,2025-06-10 01:11:00,Dwarka,AIIMS,7.9,34,Bike,cash,1.0,236.5,Completed,,4.2,4.3
T016307,C01234,D0376,2025-02-11 08:32:00,Sector 29 Gurugram,Anand Vihar ISBT,7.9,28,SUV,Credit Card,1.0,-224.5,Completed,,5.0,3.8
T016308,C00636,D0315,2025-08-03 20:29:00,Logix Mall,Noida Sector 37,21.5,78,Auto,Wallet,1.0,528.5,Completed,,4.3,4.6
T016309,C01874,D0447,2025-10-09 22:16:00,Green Park,Delta 1,10.6,31,SUV,upi,1.0,271.0,Completed,,4.3,3.9
T016310,C00615,D0454,2025-04-29 05:58:00,Film City Noida,Pari Chowk,11.5,38,Bike,Cash,2.0,597.0,Completed,,4.1,4.3
T016311,C01488,D0289,2025-06-11 19:34:00,ITO,Old Delhi Railway Station,10.1,32,Auto,cash,1.0,265.5,Completed,,4.7,3.0
T016312,C00645,D0374,2025-05-15 19:36:00,Sector 29 Gurugram,DLF Mall of India,29.9,89,Bike,UPI,1.0,676.5,Cancelled,No Driver Available,,
T016313,C01720,D0113,2025-05-27 13:28:00,Knowledge Park,Noida Sector 62,4.2,13,SUV,Credit Card,1.0,139.0,Completed,,3.5,4.4
T016314,C02925,D0268,2025-10-08 07:23:00,Noida Sector 37,Anand Vihar Railway Station,23.4,73,Sedan,cash,1.0,547.0,Completed,,3.7,3.6
T016315,C02862,D0456,2025-10-13 07:09:00,Gamma 1,Chandni Chowk,8.8,31,SUV,upi,1.0,244.0,Completed,,3.7,4.4
T016316,C00546,D0506,2025-02-28 00:46:00,Knowledge Park,Anand Vihar ISBT,12.9,48,Mini,Cash,1.0,339.5,Completed,,3.9,
T016317,C02561,D0234,2025-04-08 02:48:00,Karol Bagh,Mohan Nagar,13.0,46,Auto,Cash,1.2,404.4,Completed,,3.5,3.7
T016318,C00772,D0235,2025-05-03 07:05:00,Dilshad Garden,Beta 1,22.8,88,Mini,cash,1.5,852.0,Completed,,4.4,4.4
T016319,C01669,D0193,2025-10-12 00:00:00,Seelampur,Ecotech,23.0,93,Auto,upi,1.2,697.2,Completed,,3.7,3.4
T016320,C00936,D0430,2025-08-08 02:05:00,Sarojini Nagar,Noida Sector 62,7.3,32,Mini,UPI,1.5,335.25,Completed,,4.1,4.3
T016321,C00345,D0192,2025-07-22 22:24:00,Anand Vihar Railway Station,Surajpur,20.8,83,Auto,Upi,2.0,1056.0,Completed,,4.7,3.4
T016322,C01139,D0090,2025-05-02 21:14:00,Hauz Khas,Malviya Nagar,23.3,73,Auto,Credit Card,1.5,818.25,Cancelled,Customer Cancelled,,
T016323,C01532,D0447,2025-08-01 07:11:00,Kaushambi,MG Road,27.1,121,SUV,CASH,2.0,1397.0,Cancelled,Customer Cancelled,,
T016324,C02608,D0232,2025-09-22 06:05:00,Pari Chowk,Chandni Chowk,5.5,19,SUV,UPI,1.0,170.5,Completed,,3.9,4.9
T016325,C01969,D0467,2025-05-11 14:43:00,Crossings Republik,Huda City Centre,4.2,11,SUV,UPI,2.0,270.0,Cancelled,Customer Cancelled,,
T016326,C01604,D0481,2025-02-07 05:00:00,Manesar,Sector 45 Gurugram,17.4,47,Sedan,Upi,1.0,405.0,Completed,,3.2,3.9
T016327,C01549,D0345,2025-08-09 18:25:00,Defence Colony,Manesar,8.5,27,Sedan,UPI,2.0,463.0,Completed,,3.4,4.8
T016328,C01534,D0518,2025-09-19 05:45:00,Dwarka,Anand Vihar ISBT,23.0,67,SUV,Wallet,1.0,529.0,Completed,,5.0,3.4
T016329,C00336,D0348,2025-12-12 13:21:00,Crossings Republik,Cyber City,4.0,10,Auto,UPI,1.5,195.0,Completed,,4.3,3.8
T016330,C00600,D0014,2025-08-29 23:45:00,Sector 14 Gurugram,Rohini,17.8,45,SUV,cash,2.0,814.0,Cancelled,Customer Cancelled,,
T016331,C02682,D0229,2025-07-19 02:05:00,Delta 1,Crossings Republik,10.7,28,SUV,upi,1.0,266.5,Completed,,3.3,3.8
T016332,C00520,D0471,2025-11-13 20:45:00,Old Delhi Railway Station,Defence Colony,29.7,123,Mini,Credit Card,1.0,741.5,Completed,,4.6,4.0
T016333,C00825,D0395,2025-12-11 03:08:00,Dwarka,Cyber City,20.2,76,SUV,,1.0,505.0,Completed,,4.2,3.4
T016334,C02425,D0099,2025-11-17 23:37:00,Green Park,Noida Sector 76,27.6,78,Sedan,CASH,1.5,930.0,Cancelled,Driver Cancelled,,
T016335,C02229,D0146,2025-12-15 17:05:00,AIIMS,Cyber City,12.6,32,SUV,UPI,1.5,454.5,Completed,,4.9,4.8
T016336,C02754,D0241,2025-11-19 19:13:00,Logix Mall,Rohini,29.6,96,Sedan,UPI,2.0,1372.0,Cancelled,Customer Cancelled,,
T016337,C02951,D0163,2025-02-05 13:46:00,Noida Sector 137,Chandni Chowk,5.4,20,Bike,cash,1.0,171.0,Completed,,4.2,4.6
T016338,C02548,D0417,2025-12-01 09:46:00,New Delhi Railway Station,Ecotech,9.0,36,Auto,Cash,1.0,257.0,Completed,,4.3,3.2
T016339,C01972,D0230,2025-06-21 03:31:00,South Extension,Janakpuri,27.2,68,Bike,Wallet,1.0,594.0,Completed,,3.3,3.5
T016340,C02404,D0503,2025-12-10 00:37:00,Noida Sector 18,Ecotech,0.0,46,Bike,Upi,1.2,364.8,Completed,,4.3,3.2
T016341,C00432,D0457,2025-05-11 21:36:00,AIIMS,Jama Masjid,21.4,92,SUV,UPI,2.0,1110.0,Completed,,4.1,4.9
T016342,C01947,D0314,2025-10-27 03:43:00,Sohna Road,Greater Noida West,7.8,26,Sedan,Cash,1.5,328.5,Completed,,3.6,3.4
T016343,C01835,D0025,2025-09-12 04:03:00,Akshardham,Sector 45 Gurugram,25.6,65,SUV,Wallet,1.2,676.8,Completed,,3.3,3.8
T016344,C00483,D0103,2025-01-15 21:32:00,Green Park,Noida Sector 63,3.6,12,SUV,upi,1.0,128.0,Completed,,3.8,3.2
T016345,C02891,D0570,2025-01-18 01:11:00,Sector 29 Gurugram,Noida Sector 63,9.2,33,Bike,Wallet,1.2,304.8,Completed,,4.3,3.6
T016346,C00176,D0184,2025-10-12 04:10:00,Vaishali,Noida Sector 15,14.5,63,SUV,cash,1.0,393.5,Completed,,3.7,3.8
T016347,C00015,D0418,2025-10-23 11:33:00,Botanical Garden,Old Delhi Railway Station,14.3,43,Mini,Wallet,1.0,350.5,Completed,,3.8,3.1
T016348,C02019,D0251,2025-11-13 22:30:00,Sahibabad,South Extension,25.7,83,Bike,,1.0,601.5,Completed,,4.9,4.6
T016349,C02298,D0593,2025-01-08 12:33:00,Vasundhara,Daryaganj,12.7,46,Mini,Upi,1.5,498.75,Completed,,4.6,3.2
T016350,C00753,D0315,2025-07-20 16:15:00,Model Town,Gamma 1,9.9,34,Auto,Cash,1.5,399.75,Completed,,3.6,4.1
T016351,C02536,D0469,2025-10-08 09:42:00,Dwarka,Jama Masjid,3.5,10,Bike,upi,1.0,122.5,Completed,,4.4,4.9
T016352,C01669,D0293,2025-10-26 22:27:00,Noida Sector 63,Ambience Mall,10.3,44,SUV,CASH,1.5,438.75,Completed,,4.2,5.0
T016353,C01905,D0417,2025-07-27 02:21:00,Nehru Place,Noida Sector 37,24.1,78,Auto,Upi,2.0,1135.0,Completed,,3.4,4.8
T016354,C01691,D0095,2025-03-21 08:12:00,Udyog Vihar,Crossings Republik,21.3,88,Auto,UPI,1.0,545.5,Cancelled,No Driver Available,,
T016355,C00796,D0017,2025-07-12 09:01:00,Seelampur,Jama Masjid,3.0,11,Sedan,Upi,1.0,117.0,Completed,,4.0,3.7
T016356,C01874,D0025,2025-09-02 16:32:00,Pitampura,Shahdara,25.1,95,SUV,Credit Card,2.0,1233.0,Cancelled,Driver Cancelled,,
T016357,C02737,D0174,2025-01-11 11:15:00,Noida Sector 62,Jama Masjid,5.1,15,SUV,upi,1.2,187.8,Completed,,4.3,4.4
T016358,C01088,D0251,2025-04-10 10:41:00,Connaught Place,New Delhi Railway Station,25.1,77,Bike,Credit Card,1.0,580.5,Completed,,4.9,4.2
T016359,C02835,D0412,2025-08-06 07:34:00,Mahipalpur,DLF Phase 3,28.6,94,Auto,Credit Card,2.0,1334.0,Completed,,4.9,
T016360,C00203,D0277,2025-11-28 22:48:00,Civil Lines,Rohini,4.1,14,SUV,CASH,1.0,139.5,Completed,,4.3,3.6
T016361,C00119,D0247,2025-02-06 06:04:00,Noida Sector 18,Noida Sector 62,12.3,31,Auto,CASH,2.0,593.0,Completed,,3.3,4.2
T016362,C00293,D0099,2025-02-12 17:17:00,DLF Phase 3,Sector 14 Gurugram,11.7,33,Sedan,Cash,1.5,437.25,Completed,,4.6,4.5
T016363,C00861,D0150,2025-09-13 08:39:00,Saket,Noida Sector 18,9.3,24,Auto,Wallet,1.0,237.5,Completed,,4.9,3.7
T016364,C02748,D0314,2025-09-29 14:55:00,Knowledge Park,Sarojini Nagar,24.0,99,Sedan,Upi,1.0,608.0,Completed,,4.6,4.0
T016365,C02195,D0227,2025-12-13 15:12:00,Loni,RK Puram,16.6,44,Bike,Wallet,1.0,387.0,Completed,,4.4,4.4
T016366,C02357,D0195,2025-03-29 03:17:00,Sector 56 Gurugram,Pragati Maidan,27.5,107,SUV,Wallet,1.0,676.5,Completed,,4.4,4.8
T016367,C02903,D0378,2025-07-14 13:23:00,Vasundhara,ITO,17.8,74,Mini,Wallet,1.5,697.5,Completed,,4.5,3.2
T016368,C00380,D0555,2025-03-08 21:57:00,Anand Vihar Railway Station,Kaushambi,4.2,15,SUV,CASH,1.0,143.0,Completed,,3.4,3.7
T016369,C02940,D0107,2025-03-24 19:48:00,Red Fort,Knowledge Park,0.0,55,SUV,UPI,1.0,359.5,Completed,,4.9,3.1
T016370,C00430,D0249,2025-03-18 07:25:00,Film City Noida,Chandni Chowk,27.7,84,SUV,Credit Card,1.0,633.5,Completed,,3.9,3.9
T016371,C00634,D0234,2025-06-01 12:24:00,Malviya Nagar,Green Park,3.3,13,Auto,Cash,1.0,125.5,Completed,,4.5,5.0
T016372,C02381,D0232,2025-08-10 06:24:00,Huda City Centre,DLF Phase 2,13.7,41,SUV,upi,1.0,337.5,Completed,,4.9,4.3
T016373,C02600,D0312,2025-09-27 09:57:00,Huda City Centre,RK Puram,8.1,35,Sedan,CASH,1.0,241.5,Completed,,3.0,3.1
T016374,C02152,D0361,2025-05-21 20:03:00,Lajpat Nagar,Yamuna Bank,10.3,36,Sedan,upi,1.0,276.5,Completed,,4.2,3.1
T016375,C02085,D0359,2025-05-10 00:54:00,Sector 45 Gurugram,Anand Vihar ISBT,2.0,7,Bike,CASH,2.0,188.0,Completed,,3.4,3.2
T016376,C02911,D0287,2025-04-15 17:03:00,Vasant Kunj,AIIMS,19.8,84,SUV,CASH,1.0,515.0,Completed,,3.0,4.9
T016377,C00461,D0361,2025-06-03 13:44:00,Rajouri Garden,Botanical Garden,22.8,96,Sedan,Credit Card,1.0,584.0,Completed,,3.8,3.2
T016378,C00022,D0572,2025-03-16 03:12:00,New Delhi Railway Station,Indirapuram,5.1,14,SUV,upi,1.0,154.5,Completed,,4.9,4.1
T016379,C00785,D0446,2025-05-26 10:39:00,Ghaziabad Railway Station,INA,24.0,95,SUV,Wallet,1.0,600.0,Completed,,3.2,3.5
T016380,C00951,D0237,2025-08-13 13:27:00,IGI Airport T1,Hauz Khas,12.6,40,Bike,cash,1.0,319.0,Cancelled,Customer Cancelled,,
T016381,C01983,D0129,2025-02-21 20:48:00,Pitampura,Delta 1,14.0,60,SUV,upi,2.0,760.0,Completed,,4.0,3.3
T016382,C02434,D0333,2025-08-05 16:02:00,Raj Nagar Extension,Noida Sector 62,10.0,32,SUV,Credit Card,2.0,528.0,Completed,,4.6,4.9
T016383,C02904,D0405,2025-11-21 05:38:00,Lajpat Nagar,Udyog Vihar,27.8,86,Sedan,cash,1.2,766.8,Completed,,3.3,3.3
T016384,C01336,D0008,2025-01-27 20:31:00,Malviya Nagar,Greater Kailash,14.3,45,Auto,CASH,1.0,354.5,Completed,,3.2,3.5
T016385,C01741,D0274,2025-08-21 15:13:00,Kashmere Gate,IGI Airport T1,11.7,44,Auto,Cash,1.0,313.5,Completed,,3.8,4.7
T016386,C02409,D0192,2025-03-08 10:11:00,Udyog Vihar,Aerocity,13.5,44,Auto,Wallet,1.0,340.5,Completed,,4.4,3.7
T016387,C00243,D0343,2025-05-15 21:58:00,Raj Nagar Extension,DLF Phase 1,29.0,114,Mini,upi,1.0,713.0,Completed,,4.9,4.5
T016388,C01491,D0565,2025-06-11 06:58:00,Civil Lines,South Extension,15.2,61,Sedan,CASH,1.5,600.0,Completed,,3.6,4.3
T016389,C00086,D0193,2025-06-20 11:50:00,Dilshad Garden,Kaushambi,3.4,11,Auto,upi,1.5,184.5,Completed,,4.4,3.4
T016390,C00219,D0199,2025-07-10 08:22:00,Noida Sector 15,ITO,20.7,83,Mini,CASH,2.0,1053.0,Completed,,3.5,3.4
T016391,C00180,D0455,2025-08-11 22:22:00,Sector 56 Gurugram,Red Fort,20.2,53,Mini,UPI,1.0,459.0,Completed,,3.7,3.5
T016392,C01652,D0188,2025-04-25 02:35:00,Jama Masjid,Raj Nagar Extension,10.5,44,SUV,Wallet,1.0,295.5,Completed,,3.4,3.2
T016393,C01833,D0006,2025-08-05 22:33:00,Sohna Road,Bisrakh,17.3,48,SUV,CASH,1.0,405.5,Completed,,4.8,3.5
T016394,C02287,D0299,2025-12-30 01:59:00,Bisrakh,Nehru Place,4.7,18,Auto,Credit Card,1.0,156.5,Completed,,3.0,3.5
T016395,C02828,D0023,2025-07-27 03:58:00,Kalkaji,Yamuna Bank,5.6,24,SUV,UPI,1.0,182.0,Completed,,3.7,4.8
T016396,C00186,D0374,2025-12-06 23:14:00,Vasant Kunj,Hauz Khas,24.0,78,Bike,upi,1.0,566.0,Completed,,3.4,4.0
T016397,C02079,D0250,2025-12-13 06:26:00,INA,Sarojini Nagar,19.8,65,Auto,CASH,1.0,477.0,Completed,,3.9,3.4
T016398,C02341,D0476,2025-08-02 19:20:00,ITO,Preet Vihar,27.7,120,Bike,upi,1.2,846.6,Cancelled,Driver Cancelled,,
T016399,C00887,D0433,2025-05-25 15:10:00,Civil Lines,Ecotech,9.3,40,Bike,UPI,1.2,323.4,Completed,,3.6,3.8
T016400,C02547,D0349,2025-08-19 03:39:00,Noida Sector 18,Vaishali,7.2,28,SUV,CASH,1.0,214.0,Cancelled,No Driver Available,,
T016401,C02055,D0094,2025-04-19 09:01:00,Sector 56 Gurugram,Lajpat Nagar,0.0,39,Sedan,Credit Card,1.0,312.5,Completed,,3.3,4.9
T016402,C02345,D0245,2025-05-25 23:54:00,Malviya Nagar,Noida Sector 16,11.2,41,Sedan,CASH,2.0,600.0,Completed,,4.6,4.3
T016403,C00635,D0264,2025-02-07 17:49:00,Film City Noida,Udyog Vihar,8.7,22,Mini,CASH,1.0,224.5,Completed,,,4.7
T016404,C00230,D0599,2025-12-25 02:55:00,Mahipalpur,Karol Bagh,16.2,58,Sedan,upi,2.0,818.0,Completed,,4.4,3.8
T016405,C02641,D0152,2025-04-04 20:19:00,Sector 56 Gurugram,Udyog Vihar,13.1,40,Bike,CASH,1.5,489.75,Completed,,3.2,3.8
T016406,C02913,D0515,2025-01-03 11:19:00,DLF Phase 2,Golf Course Road,5.2,16,Sedan,Wallet,1.0,160.0,Completed,,3.3,3.1
T016407,C02859,D0424,2025-02-16 22:32:00,Film City Noida,Mandi House,8.7,37,Auto,Cash,1.0,254.5,Completed,,3.6,5.0
T016408,C02175,D0319,2025-10-12 03:24:00,Connaught Place,Daryaganj,8.6,26,Bike,cash,1.0,231.0,Completed,,4.6,4.8
T016409,C01671,D0015,2025-06-21 07:34:00,Rajouri Garden,Mohan Nagar,20.3,71,Mini,Credit Card,1.5,744.75,Completed,,4.2,4.0
T016410,C00343,D0110,2025-12-18 07:44:00,Connaught Place,Kaushambi,28.4,116,Auto,upi,2.0,1416.0,Cancelled,Driver Cancelled,,
T016411,C01743,D0575,2025-08-30 15:27:00,Ambience Mall,Noida City Centre,21.8,72,Bike,CASH,1.5,781.5,Completed,,4.3,4.6
T016412,C02906,D0405,2025-06-25 11:43:00,Mohan Nagar,Sector 14 Gurugram,26.4,72,Sedan,Cash,1.0,590.0,Completed,,4.8,4.8
T016413,C01598,D0141,2025-05-11 05:06:00,Vasant Kunj,Nehru Place,22.4,63,Auto,upi,1.2,614.4,Completed,,3.5,4.5
T016414,C01285,D0124,2025-07-07 08:14:00,Preet Vihar,Karol Bagh,2.8,7,Bike,Credit Card,1.2,127.2,Completed,,3.3,4.5
T016415,C02533,D0534,2025-12-06 21:33:00,Pragati Maidan,Nehru Place,21.7,82,Mini,CASH,1.5,809.25,Completed,,3.6,3.2
T016416,C01599,D0294,2025-10-08 00:04:00,Wave City Center,Vasant Kunj,27.0,79,SUV,Cash,1.2,735.6,Completed,,4.1,4.3
T016417,C00658,D0061,2025-02-06 16:02:00,Janakpuri,Kaushambi,13.0,50,Auto,Cash,1.2,414.0,Cancelled,Customer Cancelled,,
T016418,C02124,D0263,2025-09-28 10:52:00,Model Town,Vasant Kunj,26.2,88,SUV,CASH,1.0,619.0,Completed,,5.0,4.3
T016419,C01714,D0294,2025-03-26 00:20:00,Green Park,Knowledge Park,3.8,10,SUV,CASH,1.2,152.4,Completed,,4.9,3.0
T016420,C02790,D0365,2025-07-13 10:46:00,Defence Colony,Indirapuram,3.0,7,Sedan,UPI,1.0,109.0,Completed,,4.8,3.8
T016421,C01618,D0137,2025-11-03 17:14:00,Anand Vihar Railway Station,ITO,8.8,28,Sedan,Cash,2.0,476.0,Completed,,4.1,3.7
T016422,C00310,D0111,2025-09-23 22:37:00,Manesar,Jama Masjid,22.1,67,SUV,Wallet,1.0,515.5,Completed,,4.6,4.3
T016423,C02849,D0561,2025-10-29 03:54:00,Airport T3,Noida Sector 137,28.9,73,Auto,Wallet,1.0,629.5,Completed,,3.3,3.2
T016424,C01401,D0017,2025-10-11 09:11:00,Noida Sector 137,Seelampur,29.0,126,Sedan,Upi,1.2,884.4,Completed,,4.1,4.7
T016425,C01904,D0192,2025-03-22 16:33:00,Nehru Place,Sector 56 Gurugram,28.2,96,Auto,upi,1.0,665.0,Completed,,4.4,4.3
T016426,C02547,D0134,2025-08-01 03:47:00,DLF Phase 4,Logix Mall,15.1,56,Auto,Wallet,1.0,388.5,Completed,,4.5,3.6
T016427,C00761,D0166,2025-08-21 05:01:00,Sarojini Nagar,Civil Lines,24.6,91,Sedan,Wallet,1.0,601.0,Completed,,3.2,4.8
T016428,C01321,D0021,2025-01-11 23:49:00,Chandni Chowk,Noida City Centre,24.4,69,Bike,CASH,1.0,554.0,Completed,,4.1,3.4
T016429,C01688,D0145,2025-12-08 12:59:00,Nehru Place,Film City Noida,6.8,22,SUV,CASH,1.2,235.2,Completed,,3.0,3.2
T016430,C00386,D0492,2025-05-23 12:02:00,Knowledge Park,Ecotech,12.1,41,Bike,CASH,1.2,376.2,Completed,,4.4,
T016431,C01397,D0289,2025-11-28 01:14:00,Botanical Garden,Indirapuram,11.7,44,Auto,Wallet,1.0,313.5,Completed,,3.6,3.9
T016432,C01754,D0343,2025-01-05 07:27:00,Dilshad Garden,Noida Sector 137,10.5,41,Mini,Upi,2.0,579.0,Completed,,4.2,4.0
T016433,C00994,D0150,2025-03-16 22:25:00,Old Delhi Railway Station,Noida City Centre,9.9,25,Auto,Cash,2.0,497.0,Completed,,3.0,4.4
T016434,C01215,D0580,2025-09-18 02:05:00,Cyber Hub,Model Town,25.0,106,Bike,Upi,1.0,637.0,Completed,,4.0,4.8
T016435,C00730,D0172,2025-03-16 10:16:00,Crossings Republik,Mohan Nagar,6.0,21,Sedan,CASH,1.5,273.0,Completed,,4.6,3.9
T016436,C01286,D0180,2025-01-06 03:19:00,Rajouri Garden,Sector 56 Gurugram,8.9,35,SUV,cash,1.0,253.5,Completed,,4.7,4.8
T016437,C02201,D0495,2025-09-05 20:40:00,DLF Phase 1,Greater Noida West,1.1,2,Auto,UPI,1.0,70.5,Completed,,3.9,4.2
T016438,C00052,D0379,2025-05-31 01:21:00,Shahdara,Vasant Kunj,24.9,89,Mini,Cash,1.5,902.25,Completed,,4.2,4.7
T016439,C00516,D0336,2025-10-14 11:50:00,Huda City Centre,Noida Sector 37,13.2,49,Auto,Credit Card,1.5,519.0,Completed,,3.4,3.6
T016440,C01646,D0485,2025-06-15 15:15:00,Noida Sector 15,Vasant Kunj,12.9,43,SUV,CASH,1.5,494.25,Completed,,4.9,3.6
T016441,C00588,D0366,2025-05-23 07:54:00,Noida Sector 62,Noida Sector 63,21.3,63,Bike,CASH,1.5,743.25,Completed,,3.5,3.8
T016442,C02478,D0110,2025-06-14 03:09:00,Karol Bagh,Red Fort,27.2,69,Auto,Credit Card,1.5,894.0,Completed,,3.8,3.5
T016443,C01726,D0595,2025-07-15 05:45:00,DLF Phase 4,Noida Sector 63,24.6,78,Bike,cash,1.5,862.5,Completed,,3.6,4.4
T016444,C02637,D0042,2025-01-05 12:17:00,New Delhi Railway Station,DLF Mall of India,12.6,47,Auto,Cash,2.0,666.0,Completed,,4.4,4.9
T016445,C00909,D0505,2025-01-16 20:16:00,Rohini,Civil Lines,8.3,27,Sedan,Wallet,1.5,342.75,Completed,,3.2,3.0
T016446,C02033,D0099,2025-11-23 23:26:00,Defence Colony,Indirapuram,24.7,108,Sedan,upi,1.2,763.8,Cancelled,Driver Cancelled,,
T016447,C02561,D0074,2025-05-09 07:57:00,IGI Airport T1,Beta 1,18.8,59,Mini,CASH,1.5,675.0,Completed,,4.1,3.7
T016448,C00475,D0378,2025-03-21 00:01:00,Gamma 1,Seelampur,9.1,36,Mini,upi,2.0,517.0,Completed,,4.0,4.0
T016449,C01835,D0284,2025-10-27 00:21:00,Noida Sector 62,Sohna Road,11.6,33,Auto,Upi,1.0,290.0,Cancelled,No Driver Available,,
T016450,C00210,D0134,2025-11-05 00:14:00,Cyber Hub,MG Road,15.0,63,Auto,Wallet,1.5,601.5,Completed,,4.3,4.0
T016451,C01246,D0227,2025-01-16 17:45:00,Greater Kailash,Indirapuram,2.5,8,Bike,CASH,1.0,103.5,Completed,,3.3,3.9
T016452,C01514,D0022,2025-06-29 14:20:00,Loni,Rohini,1.1,3,Bike,Upi,1.0,72.5,Completed,,4.0,4.3
T016453,C02081,D0090,2025-03-14 03:22:00,Noida Sector 15,Raj Nagar Extension,29.0,99,Auto,UPI,1.5,1024.5,Completed,,4.6,
T016454,C00140,D0320,2025-05-19 07:12:00,ITO,Airport T3,27.2,82,SUV,upi,1.0,622.0,Completed,,4.9,3.7
T016455,C02405,D0260,2025-12-15 23:43:00,Kaushambi,DLF Phase 1,25.9,85,Sedan,UPI,2.0,1217.0,Completed,,4.9,
T016456,C02448,D0099,2025-01-31 09:37:00,Noida Sector 63,Janakpuri,28.7,81,Sedan,CASH,1.0,642.5,Cancelled,No Driver Available,,
T016457,C02746,D0424,2025-12-21 11:03:00,Sahibabad,Yamuna Bank,10.1,41,Auto,CASH,1.2,340.2,Completed,,3.4,3.3
T016458,C01723,D0557,2025-07-12 10:33:00,INA,DLF Mall of India,28.1,117,Bike,Cash,1.5,1058.25,Completed,,3.3,4.6
T016459,C01199,D0191,2025-09-20 06:10:00,Bisrakh,New Delhi Railway Station,3.9,15,Mini,Credit Card,1.0,138.5,Completed,,4.0,4.1
T016460,C02553,D0533,2025-01-22 15:58:00,Greater Noida West,Dwarka,8.2,27,Auto,Wallet,2.0,454.0,Completed,,4.8,4.5
T016461,C01874,D0367,2025-01-14 06:36:00,Red Fort,Dwarka,28.0,86,Mini,UPI,1.2,770.4,Completed,,4.1,4.3
T016462,C02859,D0237,2025-11-05 19:31:00,Film City Noida,Seelampur,15.4,55,Bike,Wallet,1.5,586.5,Completed,,3.2,3.4
T016463,C02123,D0450,2025-05-21 05:42:00,IGI Airport T1,RK Puram,20.2,60,Sedan,Credit Card,1.0,473.0,Completed,,4.7,4.4
T016464,C02130,D0391,2025-02-10 07:59:00,Sector 56 Gurugram,Anand Vihar ISBT,1.2,4,Sedan,Wallet,2.0,152.0,Completed,,3.5,4.3
T016465,C02744,D0369,2025-12-07 04:22:00,Preet Vihar,Pragati Maidan,7.7,25,Auto,UPI,1.5,323.25,Completed,,4.0,4.5
T016466,C02820,D0259,2025-04-29 10:37:00,Anand Vihar Railway Station,Lajpat Nagar,5.1,14,Auto,Upi,2.0,309.0,Completed,,4.2,3.3
T016467,C00784,D0566,2025-06-21 22:09:00,Model Town,DLF Phase 2,22.3,93,Bike,Upi,1.0,570.5,Completed,,4.6,3.4
T016468,C00345,D0378,2025-03-15 18:55:00,Vasundhara,Daryaganj,7.1,23,Mini,Upi,1.5,303.75,Completed,,3.7,3.6
T016469,C02667,D0322,2025-10-13 02:43:00,Manesar,Pari Chowk,7.4,24,Sedan,cash,1.0,-209.0,Completed,,4.1,3.0
T016470,C02471,D0417,2025-03-12 01:55:00,Janakpuri,Pitampura,23.3,86,Auto,Upi,1.0,571.5,Completed,,4.8,4.1
T016471,C01410,D0010,2025-01-21 15:46:00,Seelampur,Airport T3,5.0,21,Auto,UPI,1.0,167.0,Completed,,4.7,3.3
T016472,C02723,D0544,2025-12-14 04:15:00,Sohna Road,Red Fort,19.5,82,SUV,upi,1.5,759.75,Completed,,4.8,4.0
T016473,C01367,D0465,2025-08-18 02:29:00,Daryaganj,Film City Noida,14.9,49,Bike,CASH,1.0,371.5,Completed,,3.6,3.7
T016474,C01583,D0244,2025-12-02 01:57:00,Sarojini Nagar,Sector 45 Gurugram,11.6,30,Auto,Cash,1.0,284.0,Completed,,4.5,4.9
